1210
1216
1215
1209
1171
1165
1139
1094
1050
1044
1075
1049
1060
1048
929
910
905
885
874
869
862
858
860
861
857
832
823
826
810
808
805
751
747
728
734
726
714
709
707
705
695
693
682
683
676
672
642
648
646
637
632
623
624
621
617
606
602
597
595
591
589
586
506
426
398
399
396
397
394
392
393
390
363
192
84
