id,name,rating,announcementID,announcementWriter,startTime,
"893","Educational Codeforces Round 33 (Rated for Div. 2)","309","55950","BledDest","2017-11-23 15:05:00",
"690","Helvetic Coding Contest 2016 online mirror (teams, unrated)","309","45628","dj3500","2016-07-10 08:00:00",
"596","Codeforces Round #331 (Div. 2)","309","21585","numbertheorist17","2015-11-15 16:35:00",
"1187","Educational Codeforces Round 67 (Rated for Div. 2)","308","68060","PikMike","2019-06-30 14:45:00",
"843","AIM Tech Round 4 (Div. 1)","305","54008","zeliboba","2017-08-24 16:35:00",
"844","AIM Tech Round 4 (Div. 2)","305","54008","zeliboba","2017-08-24 16:35:00",
"201","Codeforces Round #127 (Div. 1)","305","4796","tourist","2012-06-29 15:30:00",
"202","Codeforces Round #127 (Div. 2)","305","4796","tourist","2012-06-29 15:30:00",
"364","Codeforces Round #213 (Div. 1)","304","9625","tunyash","2013-11-19 15:30:00",
"365","Codeforces Round #213 (Div. 2)","304","9625","tunyash","2013-11-19 15:30:00",
"319","Codeforces Round #189 (Div. 1)","304","8063","havaliza","2013-06-23 13:00:00",
"320","Codeforces Round #189 (Div. 2)","304","8063","havaliza","2013-06-23 13:00:00",
"995","Codeforces Round #492 (Div. 1) [Thanks, uDebug!]","303","60092","ksun48","2018-06-24 16:35:00",
"996","Codeforces Round #492 (Div. 2) [Thanks, uDebug!]","303","60092","ksun48","2018-06-24 16:35:00",
"1074","Lyft Level 5 Challenge 2018 - Final Round (Open Div. 1)","302","62929","arsijo","2018-11-04 18:10:00",
"576","Codeforces Round #319 (Div. 1)","302","20225","malcolm","2015-09-10 16:30:00",
"577","Codeforces Round #319 (Div. 2)","302","20225","malcolm","2015-09-10 16:30:00",
"1010","Codeforces Round #499 (Div. 1)","301","60806","VladProg","2018-07-26 15:05:00",
"1011","Codeforces Round #499 (Div. 2)","301","60806","VladProg","2018-07-26 15:05:00",
"681","Codeforces Round #357 (Div. 2)","301","45404",".tx","2016-06-14 16:35:00",
"915","Educational Codeforces Round 36 (Rated for Div. 2)","298","57062","Vovuh","2018-01-13 13:05:00",
"498","Codeforces Round #284 (Div. 1)","296","15336","gridnevvvit","2014-12-24 16:30:00",
"499","Codeforces Round #284 (Div. 2)","296","15336","gridnevvvit","2014-12-24 16:30:00",
"630","Experimental Educational Round: VolBIT Formulas Blitz","295","23604","mfv","2016-02-18 15:00:00",
"507","Codeforces Round #287 (Div. 2)","295","15930","RetiredAmrMahmoud","2015-01-23 16:00:00",
"557","Codeforces Round #311 (Div. 2)","294","18972","fcspartakm","2015-06-30 15:00:00",
"1059","Codeforces Round #514 (Div. 2)","293","62212","SYury","2018-10-05 14:35:00",
"615","Codeforces Round #338 (Div. 2)","291","22619","TheWishmaster","2016-01-08 14:05:00",
"414","Codeforces Round #240 (Div. 1)","291","11458","matrix","2014-04-06 15:40:00",
"415","Codeforces Round #240 (Div. 2)","291","11458","matrix","2014-04-06 15:40:00",
"809","Codeforces Round #415 (Div. 1)","289","52031","hloya_ygrt","2017-05-20 18:05:00",
"568","Codeforces Round #315 (Div. 1)","289","19681","Um_nik","2015-08-10 16:30:00",
"569","Codeforces Round #315 (Div. 2)","289","19681","Um_nik","2015-08-10 16:30:00",
"505","Codeforces Round #286 (Div. 2)","289","15842","hogloid","2015-01-18 13:00:00",
"765","Codeforces Round #397 by Kaspersky Lab and Barcelona Bootcamp (Div. 1 + Div. 2 combined)","288","50404","KAN","2017-02-14 08:05:00",
"558","Codeforces Round #312 (Div. 2)","288","19173","RetiredAmrMahmoud","2015-07-14 15:10:00",
"1062","Codeforces Round #520 (Div. 2)","287","63136","JATC","2018-11-14 15:35:00",
"985","Educational Codeforces Round 44 (Rated for Div. 2)","286","59587","PikMike","2018-05-21 14:45:00",
"771","VK Cup 2017 - Round 1","286","51039","Errichto","2017-03-18 15:35:00",
"790","Codeforces Round #405 (rated, Div. 1, based on VK Cup 2017 Round 1)","286","51039","Errichto","2017-03-18 15:35:00",
"791","Codeforces Round #405 (rated, Div. 2, based on VK Cup 2017 Round 1)","286","51039","Errichto","2017-03-18 15:35:00",
"711","Codeforces Round #369 (Div. 2)","286","46781","zscoder","2016-08-29 12:05:00",
"689","Codeforces Round #361 (Div. 2)","284","45896","I_Love_Tina","2016-07-06 16:35:00",
"261","Codeforces Round #160 (Div. 1)","284","6392","Sereja","2013-01-13 15:30:00",
"262","Codeforces Round #160 (Div. 2)","284","6392","Sereja","2013-01-13 15:30:00",
"346","Codeforces Round #201 (Div. 1)","283","8896","UESTC_Nocturne","2013-09-20 15:30:00",
"347","Codeforces Round #201 (Div. 2)","283","8896","UESTC_Nocturne","2013-09-20 15:30:00",
"475","Bayan 2015 Contest Warm Up","282","14077","BYN","2014-10-05 13:00:00",
"1170","Kotlin Heroes: Episode 1","280","67162","JetBrains","2019-05-28 14:35:00",
"963","Tinkoff Internship Warmup Round 2018 and Codeforces Round #475 (Div. 1)","280","58959","voidmax","2018-04-17 14:05:00",
"964","Tinkoff Internship Warmup Round 2018 and Codeforces Round #475 (Div. 2)","280","58959","voidmax","2018-04-17 14:05:00",
"920","Educational Codeforces Round 37 (Rated for Div. 2)","280","57478","BledDest","2018-02-02 14:35:00",
"894","Codeforces Round #447 (Div. 2)","280","55858","Marco_L_T","2017-11-19 13:55:00",
"567","Codeforces Round #Pi (Div. 2)","280","19590","Vovuh","2015-08-05 16:00:00",
"762","Educational Codeforces Round 17","279","49997","HellKitsune","2017-01-25 14:35:00",
"282","Codeforces Round #173 (Div. 2)","279","6954","havaliza","2013-03-13 15:30:00",
"1080","Codeforces Round #524 (Div. 2)","276","63381","danya.smelskiy","2018-11-24 07:35:00",
"484","Codeforces Round #276 (Div. 1)","276","14591","Bugman","2014-11-05 16:30:00",
"485","Codeforces Round #276 (Div. 2)","276","14591","Bugman","2014-11-05 16:30:00",
"925","VK Cup 2018 - Round 3","275","59151","KAN","2018-04-29 13:15:00",
"966","Codeforces Round #477 (rated, Div. 1, based on VK Cup 2018 Round 3)","275","59151","KAN","2018-04-29 13:15:00",
"967","Codeforces Round #477 (rated, Div. 2, based on VK Cup 2018 Round 3)","275","59151","KAN","2018-04-29 13:15:00",
"781","Codeforces Round #403 (Div. 1, based on Technocup 2017 Finals)","275","50804","KAN","2017-03-05 13:05:00",
"782","Codeforces Round #403 (Div. 2, based on Technocup 2017 Finals)","275","50804","KAN","2017-03-05 13:05:00",
"780","Технокубок 2017 - Финал (только для онсайт-финалистов)","275","50804","KAN","2017-03-05 09:15:00",
"997","Codeforces Round #493 (Div. 1)","274","60329","_kun_","2018-07-01 14:05:00",
"998","Codeforces Round #493 (Div. 2)","274","60329","_kun_","2018-07-01 14:05:00",
"659","Codeforces Round #346 (Div. 2)","274","44076","IlyaLos","2016-03-30 16:05:00",
"238","Codeforces Round #148 (Div. 1)","273","5746","havaliza","2012-11-04 16:00:00",
"239","Codeforces Round #148 (Div. 2)","273","5746","havaliza","2012-11-04 16:00:00",
"348","Codeforces Round #202 (Div. 1)","272","8985","caustique","2013-09-27 15:30:00",
"349","Codeforces Round #202 (Div. 2)","272","8985","caustique","2013-09-27 15:30:00",
"758","Codeforces Round #392 (Div. 2)","271","49837","Kniaz","2017-01-19 15:05:00",
"713","Codeforces Round #371 (Div. 1)","271","47059","arsijo","2016-09-13 16:35:00",
"677","Codeforces Round #355 (Div. 2)","271","45134","Wild_Hamster","2016-06-01 16:35:00",
"1195","Codeforces Round #574 (Div. 2)","269","68425","Vovuh","2019-07-17 14:35:00",
"900","Codeforces Round #450 (Div. 2)","269","56273","Snezhok","2017-12-11 16:05:00",
"721","Codeforces Round #374 (Div. 2)","269","47401","Vovuh","2016-09-30 14:05:00",
"377","Codeforces Round #222 (Div. 1)","269","10138","dalex","2013-12-29 15:30:00",
"378","Codeforces Round #222 (Div. 2)","269","10138","dalex","2013-12-29 15:30:00",
"543","Codeforces Round #302 (Div. 1)","268","17755","gridnevvvit","2015-05-07 16:30:00",
"544","Codeforces Round #302 (Div. 2)","268","17755","gridnevvvit","2015-05-07 16:30:00",
"1014","Codeforces Marathon Round 2","266","60727","Gassa","2018-07-24 12:15:00",
"712","Codeforces Round #370 (Div. 2)","264","47015","send_nodes","2016-09-10 16:45:00",
"1005","Codeforces Round #496 (Div. 3)","263","60496","MikeMirzayanov","2018-07-09 15:35:00",
"939","Codeforces Round #464 (Div. 2)","263","57819","KAN","2018-02-17 10:05:00",
"337","Codeforces Round #196 (Div. 2)","263","8615","gojira","2013-08-16 16:00:00",
"338","Codeforces Round #196 (Div. 1)","263","8615","gojira","2013-08-16 16:00:00",
"274","Codeforces Round #168 (Div. 1)","263","6739","havaliza","2013-02-20 15:30:00",
"275","Codeforces Round #168 (Div. 2)","263","6739","havaliza","2013-02-20 15:30:00",
"444","Codeforces Round #254 (Div. 1)","262","12923","xyz111","2014-07-06 13:05:00",
"445","Codeforces Round #254 (Div. 2)","262","12923","xyz111","2014-07-06 13:05:00",
"372","Codeforces Round #219 (Div. 1)","262","9907","DEGwer","2013-12-13 14:00:00",
"373","Codeforces Round #219 (Div. 2)","262","9907","DEGwer","2013-12-13 14:00:00",
"932","ICM Technex 2018 and Codeforces Round #463 (Div. 1 + Div. 2, combined)","261","57761","TooDumbToWin","2018-02-15 14:35:00",
"1151","Codeforces Round #553 (Div. 2)","260","66576","Dalgerok","2019-04-18 15:35:00",
"763","Codeforces Round #395 (Div. 1)","259","50173","platypus179","2017-02-02 13:35:00",
"764","Codeforces Round #395 (Div. 2)","259","50173","platypus179","2017-02-02 13:35:00",
"1207","Educational Codeforces Round 71 (Rated for Div. 2)","258","69261","PikMike","2019-08-22 14:35:00",
"620","Educational Codeforces Round 6","258","22925","Edvard","2016-01-21 15:00:00",
"749","Codeforces Round #388 (Div. 2)","257","49180","pitfall","2016-12-19 16:35:00",
"629","Codeforces Round #343 (Div. 2)","257","24159","MrNull","2016-02-20 16:35:00",
"468","Codeforces Round #268 (Div. 1)","256","13836","wxhtxdy","2014-09-20 13:00:00",
"469","Codeforces Round #268 (Div. 2)","256","13836","wxhtxdy","2014-09-20 13:00:00",
"665","Educational Codeforces Round 12","255","44435","Edvard","2016-04-20 15:00:00",
"940","Codeforces Round #466 (Div. 2)","253","57981","ch_egor","2018-02-24 09:35:00",
"840","Codeforces Round #429 (Div. 1)","253","53903","GandalfTheGrey","2017-08-18 15:05:00",
"841","Codeforces Round #429 (Div. 2)","253","53903","GandalfTheGrey","2017-08-18 15:05:00",
"476","Codeforces Round #272 (Div. 2)","253","14228","drazil","2014-10-12 14:00:00",
"477","Codeforces Round #272 (Div. 1)","253","14228","drazil","2014-10-12 14:00:00",
"235","Codeforces Round #146 (Div. 1)","253","5586","YuukaKazami","2012-10-21 07:10:00",
"236","Codeforces Round #146 (Div. 2)","253","5586","YuukaKazami","2012-10-21 07:10:00",
"754","Codeforces Round #390 (Div. 2)","252","49613","netman","2017-01-06 14:35:00",
"923","VK Cup 2018 - Round 1","251","58235","majk","2018-03-10 15:35:00",
"947","Codeforces Round #470 (rated, Div. 1, based on VK Cup 2018 Round 1)","251","58235","majk","2018-03-10 15:35:00",
"948","Codeforces Round #470 (rated, Div. 2, based on VK Cup 2018 Round 1)","251","58235","majk","2018-03-10 15:35:00",
"733","Codeforces Round #378 (Div. 2)","251","48060","Kniaz","2016-10-31 14:05:00",
"161","VK Cup 2012 Round 1","250","4092","Burunduk2","2012-03-11 15:05:00",
"710","Educational Codeforces Round 16","249","46701","Edvard","2016-08-22 14:10:00",
"286","Codeforces Round #176 (Div. 1)","249","7104","tunyash","2013-03-23 08:00:00",
"287","Codeforces Round #176 (Div. 2)","249","7104","tunyash","2013-03-23 08:00:00",
"1129","Codeforces Round #542 [Alex Lopashev Thanks-Round] (Div. 1)","248","65489","top34051","2019-02-24 15:35:00",
"1130","Codeforces Round #542 [Alex Lopashev Thanks-Round] (Div. 2)","248","65489","top34051","2019-02-24 15:35:00",
"514","Codeforces Round #291 (Div. 2)","248","16365","Rebryk","2015-02-14 16:30:00",
"333","Codeforces Round #194 (Div. 1)","248","8453","Sammarize","2013-07-27 08:30:00",
"334","Codeforces Round #194 (Div. 2)","248","8453","Sammarize","2013-07-27 08:30:00",
"1147","Forethought Future Cup - Final Round (Onsite Finalists Only)","246","66821","Lewin","2019-05-04 17:05:00",
"1161","Codeforces Round #557 (Div. 1) [based on Forethought Future Cup - Final Round]","246","66821","Lewin","2019-05-04 17:05:00",
"1162","Codeforces Round #557 (Div. 2) [based on Forethought Future Cup - Final Round]","246","66821","Lewin","2019-05-04 17:05:00",
"1132","Educational Codeforces Round 61 (Rated for Div. 2)","246","65695","PikMike","2019-03-05 15:05:00",
"631","Codeforces Round #344 (Div. 2)","246","43490","wilcot","2016-03-03 16:35:00",
"612","Educational Codeforces Round 4","245","22262","Edvard","2015-12-25 15:00:00",
"417","RCC 2014 Warmup (Div. 2)","244","11632","andrewzta","2014-04-17 15:40:00",
"418","RCC 2014 Warmup (Div. 1)","244","11632","andrewzta","2014-04-17 15:40:00",
"703","Codeforces Round #365 (Div. 2)","242","46415","Eran","2016-08-04 15:15:00",
"1054","Mail.Ru Cup 2018 Round 1","241","62527","isaf27","2018-10-18 16:35:00",
"777","Codeforces Round #401 (Div. 2)","241","50613","GlebsHP","2017-02-24 10:05:00",
"958","Helvetic Coding Contest 2018 online mirror (teams allowed, unrated)","240","58888","dj3500","2018-04-14 07:05:00",
"875","Codeforces Round #441 (Div. 1, by Moscow Team Olympiad)","240","55201","Zlobober","2017-10-16 11:05:00",
"876","Codeforces Round #441 (Div. 2, by Moscow Team Olympiad)","240","55201","Zlobober","2017-10-16 11:05:00",
"798","Codeforces Round #410 (Div. 2)","240","51641","I_Love_Tina","2017-04-21 14:35:00",
"474","Codeforces Round #271 (Div. 2)","240","14086","scipianus","2014-10-06 15:30:00",
"868","Codeforces Round #438 by Sberbank and Barcelona Bootcamp (Div. 1 + Div. 2 combined)","239","54961","Endagorion","2017-10-05 07:05:00",
"975","Codeforces Round #478 (Div. 2)","238","59186","J3far","2018-05-01 14:05:00",
"1041","Codeforces Round #509 (Div. 2)","237","61811","Roms","2018-09-16 10:35:00",
"988","Codeforces Round #486 (Div. 3)","237","59770","Vovuh","2018-06-01 14:35:00",
"946","Educational Codeforces Round 39 (Rated for Div. 2)","237","58155","BledDest","2018-03-06 15:05:00",
"546","Codeforces Round #304 (Div. 2)","237","18031","Radewoosh","2015-05-22 16:30:00",
"375","Codeforces Round #221 (Div. 1)","237","10034","boleyn.su","2013-12-24 14:00:00",
"376","Codeforces Round #221 (Div. 2)","237","10034","boleyn.su","2013-12-24 14:00:00",
"351","Codeforces Round #204 (Div. 1)","237","9056","Sereja","2013-10-04 15:30:00",
"352","Codeforces Round #204 (Div. 2)","237","9056","Sereja","2013-10-04 15:30:00",
"135","Codeforces Beta Round #97 (Div. 1)","237","3336","KADR","2011-12-09 15:05:00",
"136","Codeforces Beta Round #97 (Div. 2)","237","3336","KADR","2011-12-09 15:05:00",
"949","Codeforces Round #469 (Div. 1)","236","58229","Zlobober","2018-03-09 08:10:00",
"950","Codeforces Round #469 (Div. 2)","236","58229","Zlobober","2018-03-09 08:10:00",
"217","Codeforces Round #134 (Div. 1)","236","5083","meret","2012-08-18 07:05:00",
"218","Codeforces Round #134 (Div. 2)","236","5083","meret","2012-08-18 07:05:00",
"853","Codeforces Round #433 (Div. 1, based on Olympiad of Metropolises)","235","54350","Zlobober","2017-09-06 12:55:00",
"854","Codeforces Round #433 (Div. 2, based on Olympiad of Metropolises)","235","54350","Zlobober","2017-09-06 12:55:00",
"830","Codeforces Round #424 (Div. 1, rated, based on VK Cup Finals)","235","53267","KAN","2017-07-13 15:05:00",
"831","Codeforces Round #424 (Div. 2, rated, based on VK Cup Finals)","235","53267","KAN","2017-07-13 15:05:00",
"226","Codeforces Round #140 (Div. 1)","235","5357","Malinovsky239","2012-09-24 15:30:00",
"227","Codeforces Round #140 (Div. 2)","235","5357","Malinovsky239","2012-09-24 15:30:00",
"1137","Codeforces Round #545 (Div. 1)","234","65768","_kun_","2019-03-08 09:05:00",
"1138","Codeforces Round #545 (Div. 2)","234","65768","_kun_","2019-03-08 09:05:00",
"1016","Educational Codeforces Round 48 (Rated for Div. 2)","234","60980","PikMike","2018-08-03 14:45:00",
"921","AIM Tech Mini Marathon 1","234","57447","ArtDitel","2018-02-01 16:00:00",
"739","Codeforces Round #381 (Div. 1)","234","48547","halin.george","2016-11-23 16:35:00",
"740","Codeforces Round #381 (Div. 2)","234","48547","halin.george","2016-11-23 16:35:00",
"600","Educational Codeforces Round 2","234","21794","Edvard","2015-11-27 15:00:00",
"427","Codeforces Round #244 (Div. 2)","234","12023","Bidhan","2014-05-02 15:30:00",
"425","Codeforces Round #243 (Div. 1)","234","11969","Sereja","2014-04-27 15:30:00",
"424","Codeforces Round #242 (Div. 2)","234","11969","Sereja","2014-04-25 07:00:00",
"294","Codeforces Round #178 (Div. 2)","234","7271","Untitled","2013-04-07 15:30:00",
"1158","Codeforces Round #559 (Div. 1)","233","66958","isaf27","2019-05-12 14:35:00",
"1159","Codeforces Round #559 (Div. 2)","233","66958","isaf27","2019-05-12 14:35:00",
"360","Codeforces Round #210 (Div. 1)","233","9526","RomaWhite","2013-11-10 17:00:00",
"361","Codeforces Round #210 (Div. 2)","233","9526","RomaWhite","2013-11-10 17:00:00",
"296","Codeforces Round #179 (Div. 2)","232","7321","Sereja","2013-04-11 15:30:00",
"1023","Codeforces Round #504 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)","231","61254","300iq","2018-08-17 14:35:00",
"598","Educational Codeforces Round 1","231","21565","Edvard","2015-11-13 15:00:00",
"433","Codeforces Round #248 (Div. 2)","230","12378","huzecong","2014-05-24 07:00:00",
"434","Codeforces Round #248 (Div. 1)","230","12378","huzecong","2014-05-24 07:00:00",
"345","Friday the 13th, Programmers Day","230","8808","Nickolas","2013-09-13 15:40:00",
"1160","VRt Contest 2019 (marathon)","229","66761","Gassa","2019-04-30 09:00:00",
"407","Codeforces Round #239 (Div. 1)","228","11309","izban","2014-03-30 07:00:00",
"408","Codeforces Round #239 (Div. 2)","228","11309","izban","2014-03-30 07:00:00",
"1194","Educational Codeforces Round 68 (Rated for Div. 2)","227","68338","PikMike","2019-07-14 14:45:00",
"729","Technocup 2017 - Elimination Round 2","227","48457","MikeMirzayanov","2016-11-20 09:05:00",
"737","Codeforces Round #380 (Div. 1, Rated, Based on Technocup 2017 - Elimination Round 2)","227","48457","MikeMirzayanov","2016-11-20 09:05:00",
"738","Codeforces Round #380 (Div. 2, Rated, Based on Technocup 2017 - Elimination Round 2)","227","48457","MikeMirzayanov","2016-11-20 09:05:00",
"138","Codeforces Beta Round #99 (Div. 1)","227","3457","Endagorion","2011-12-24 12:00:00",
"139","Codeforces Beta Round #99 (Div. 2)","227","3457","Endagorion","2011-12-24 12:00:00",
"731","Codeforces Round #376 (Div. 2)","226","47769","Zlobober","2016-10-16 09:45:00",
"487","Codeforces Round #278 (Div. 1)","225","14773","shigule","2014-11-21 17:20:00",
"488","Codeforces Round #278 (Div. 2)","225","14773","shigule","2014-11-21 17:20:00",
"449","Codeforces Round #257 (Div. 1)","225","13088","jzzhu","2014-07-19 13:00:00",
"450","Codeforces Round #257 (Div. 2)","225","13088","jzzhu","2014-07-19 13:00:00",
"1214","Codeforces Round #583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)","224","69538","ch_egor","2019-09-04 09:05:00",
"691","Educational Codeforces Round 14","224","46009","Edvard","2016-07-13 16:00:00",
"367","Codeforces Round #215 (Div. 1)","224","9715","Sereja","2013-11-26 15:30:00",
"368","Codeforces Round #215 (Div. 2)","224","9715","Sereja","2013-11-26 15:30:00",
"313","Codeforces Round #186 (Div. 2)","224","7803","Furko","2013-05-30 15:30:00",
"911","Educational Codeforces Round 35 (Rated for Div. 2)","223","56663","PikMike","2017-12-28 14:05:00",
"610","Codeforces Round #337 (Div. 2)","223","22295","fcspartakm","2015-12-27 11:20:00",
"508","Codeforces Round #288 (Div. 2)","223","16035","fcspartakm","2015-01-27 16:30:00",
"785","Codeforces Round #404 (Div. 2)","222","50978","gepardo","2017-03-15 15:05:00",
"463","Codeforces Round #264 (Div. 2)","222","13598","NelsonMondialu","2014-08-30 07:30:00",
"1070","2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)","221","62570","MikeMirzayanov","2018-10-20 08:05:00",
"684","Codeforces Marathon Round 1","221","45366","Gassa","2016-06-12 09:00:00",
"1115","Microsoft Q# Coding Contest - Winter 2019 - Warmup","220","65063","Nickolas","2019-02-22 17:00:00",
"839","Codeforces Round #428 (Div. 2)","220","53773","smahdavi4","2017-08-12 14:35:00",
"258","Codeforces Round #157 (Div. 1)","220","6199","witua","2012-12-22 15:30:00",
"259","Codeforces Round #157 (Div. 2)","220","6199","witua","2012-12-22 15:30:00",
"213","Codeforces Round #131 (Div. 1)","220","4965","Sereja","2012-07-30 15:30:00",
"214","Codeforces Round #131 (Div. 2)","220","4965","Sereja","2012-07-30 15:30:00",
"150","Codeforces Round #107 (Div. 1)","218","3899","GlebsHP","2012-02-17 15:00:00",
"151","Codeforces Round #107 (Div. 2)","218","3899","GlebsHP","2012-02-17 15:00:00",
"772","VK Cup 2017 - Round 2","217","51577","Lewin","2017-04-16 15:35:00",
"800","Codeforces Round #409 (rated, Div. 1, based on VK Cup 2017 Round 2)","217","51577","Lewin","2017-04-16 15:35:00",
"801","Codeforces Round #409 (rated, Div. 2, based on VK Cup 2017 Round 2)","217","51577","Lewin","2017-04-16 15:35:00",
"1101","Educational Codeforces Round 58 (Rated for Div. 2)","215","64438","PikMike","2019-01-11 14:35:00",
"339","Codeforces Round #197 (Div. 2)","215","8721","Fefer_Ivan","2013-08-26 15:30:00",
"645","CROC 2016 - Elimination Round","214","43848","yummy","2016-03-18 16:35:00",
"655","CROC 2016 - Elimination Round  (Rated Unofficial Edition)","214","43848","yummy","2016-03-18 16:35:00",
"990","Educational Codeforces Round 45 (Rated for Div. 2)","213","59919","PikMike","2018-06-10 10:05:00",
"616","Educational Codeforces Round 5","213","22691","Edvard","2016-01-11 15:00:00",
"1057","Mail.Ru Cup 2018 - Practice Round","212","62355","SannikovDmitry","2018-10-12 09:05:00",
"864","Codeforces Round #436 (Div. 2)","211","54744","MikeMirzayanov","2017-09-25 10:35:00",
"187","Codeforces Round #119 (Div. 1)","211","4520","piloop","2012-05-10 15:30:00",
"189","Codeforces Round #119 (Div. 2)","211","4520","piloop","2012-05-10 15:30:00",
"1201","Codeforces Round #577 (Div. 2)","210","68871","SPatrik","2019-08-04 16:35:00",
"955","Codeforces Round #471 (Div. 2)","210","58515","GreenGrape","2018-03-23 16:35:00",
"439","Codeforces Round #251 (Div. 2)","210","12518","PraveenDhinwa","2014-06-04 15:30:00",
"924","VK Cup 2018 - Round 2","209","58530","KAN","2018-03-24 15:35:00",
"956","Codeforces Round #472 (rated, Div. 1, based on VK Cup 2018 Round 2)","209","58530","KAN","2018-03-24 15:35:00",
"957","Codeforces Round #472 (rated, Div. 2, based on VK Cup 2018 Round 2)","209","58530","KAN","2018-03-24 15:35:00",
"458","MemSQL Start[c]UP 2.0 - Round 2 - Online Round","208","13346","ItsNear","2014-08-10 17:00:00",
"117","Codeforces Beta Round #88","208","2707","Gerald","2011-09-23 15:00:00",
"103","Codeforces Beta Round #80 (Div. 1 Only)","208","2405","Alex_KPR","2011-08-07 11:00:00",
"104","Codeforces Beta Round #80 (Div. 2 Only)","208","2405","Alex_KPR","2011-08-07 11:00:00",
"813","Educational Codeforces Round 22","207","52383","BledDest","2017-06-05 15:05:00",
"340","Codeforces Round #198 (Div. 2)","207","8748","fchirica","2013-08-30 15:30:00",
"341","Codeforces Round #198 (Div. 1)","207","8748","fchirica","2013-08-30 15:30:00",
"167","Codeforces Round #114 (Div. 1)","207","4207","PavelKunyavskiy","2012-03-27 15:00:00",
"168","Codeforces Round #114 (Div. 2)","207","4207","PavelKunyavskiy","2012-03-27 15:00:00",
"1030","Technocup 2019 - Elimination Round 1","205","61992","KAN","2018-09-23 13:05:00",
"1053","Codeforces Round #512 (Div. 1, based on Technocup 2019 Elimination Round 1)","205","61992","KAN","2018-09-23 13:05:00",
"1058","Codeforces Round #512 (Div. 2, based on Technocup 2019 Elimination Round 1)","205","61992","KAN","2018-09-23 13:05:00",
"756","8VC Venture Cup 2017 - Final Round","204","49932","KAN","2017-01-22 18:15:00",
"759","Codeforces Round #393 (Div. 1) (8VC Venture Cup 2017 - Final Round Div. 1 Edition)","204","49932","KAN","2017-01-22 18:15:00",
"760","Codeforces Round #393 (Div. 2) (8VC Venture Cup 2017 - Final Round Div. 2 Edition)","204","49932","KAN","2017-01-22 18:15:00",
"552","Codeforces Round #308 (Div. 2)","204","18659","Wild_Hamster","2015-06-18 16:30:00",
"343","Codeforces Round #200 (Div. 1)","204","8851","gen","2013-09-14 15:30:00",
"344","Codeforces Round #200 (Div. 2)","204","8851","gen","2013-09-14 15:30:00",
"1131","Codeforces Round #541 (Div. 2)","203","65433","ch_egor","2019-02-23 10:20:00",
"1102","Codeforces Round #531 (Div. 3)","203","64379","Vovuh","2019-01-09 14:35:00",
"983","Codeforces Round #483 (Div. 1) [Thanks, Botan Investments and Victor Shaburov!]","203","59457","Livace","2018-05-15 14:45:00",
"984","Codeforces Round #483 (Div. 2) [Thanks, Botan Investments and Victor Shaburov!]","203","59457","Livace","2018-05-15 14:45:00",
"570","Codeforces Round #316 (Div. 2)","203","19753","josdas","2015-08-13 16:30:00",
"534","Codeforces Round #298 (Div. 2)","203","17366","Ne0n25","2015-04-12 16:00:00",
"938","Educational Codeforces Round 38 (Rated for Div. 2)","202","57783","PikMike","2018-02-16 15:05:00",
"865","MemSQL Start[c]UP 3.0 - Round 2 (onsite finalists)","202","54821","cerealguy","2017-09-30 17:05:00",
"866","MemSQL Start[c]UP 3.0 - Round 2 and Codeforces Round #437 (Div. 1)","202","54821","cerealguy","2017-09-30 17:05:00",
"867","Codeforces Round #437 (Div. 2, based on MemSQL Start[c]UP 3.0 - Round 2)","202","54821","cerealguy","2017-09-30 17:05:00",
"256","Codeforces Round #156 (Div. 1)","202","6153","Sereja","2012-12-16 15:30:00",
"255","Codeforces Round #156 (Div. 2)","202","6153","Sereja","2012-12-16 15:30:00",
"898","Codeforces Round #451 (Div. 2)","201","56356","fcspartakm","2017-12-16 11:35:00",
"776","ICM Technex 2017 and Codeforces Round #400 (Div. 1 + Div. 2, combined)","201","50585","DeshiBasara","2017-02-23 14:45:00",
"327","Codeforces Round #191 (Div. 2)","201","8248","ll931110","2013-07-04 12:30:00",
"232","Codeforces Round #144 (Div. 1)","201","5510","tunyash","2012-10-11 15:30:00",
"233","Codeforces Round #144 (Div. 2)","201","5510","tunyash","2012-10-11 15:30:00",
"1154","Codeforces Round #552 (Div. 3)","200","66560","Vovuh","2019-04-16 14:35:00",
"628","Educational Codeforces Round 8","200","23623","Edvard","2016-02-19 15:00:00",
"314","Codeforces Round #187 (Div. 1)","200","7894","Sereja","2013-06-07 15:30:00",
"315","Codeforces Round #187 (Div. 2)","200","7894","Sereja","2013-06-07 15:30:00",
"126","Codeforces Beta Round #93 (Div. 1 Only)","200","3094","Ripatti","2011-11-09 17:00:00",
"127","Codeforces Beta Round #93 (Div. 2 Only)","200","3094","Ripatti","2011-11-09 17:00:00",
"962","Educational Codeforces Round 42 (Rated for Div. 2)","199","58845","MikeMirzayanov","2018-04-10 14:35:00",
"1056","Mail.Ru Cup 2018 Round 3","198","63426","KAN","2018-11-25 16:35:00",
"446","Codeforces Round #FF (Div. 1)","198","13004","dzy493941464","2014-07-13 13:00:00",
